epoch_ts,BTC,ETH,LTC,XMR,XRP
2016-01-01 00:00:00+00:00,433.394701400131,0.9437772145640001,3.3482149625880004,0.501521661485,0.005929665565
2016-01-02 00:00:00+00:00,435.286252248334,0.9550786249259999,3.578470722309,0.5367521560849999,0.0060805463040000006
2016-01-03 00:00:00+00:00,429.818371606558,0.976066633143,3.500794305802,0.503115166879,0.006026341118
2016-01-04 00:00:00+00:00,433.59435407149397,0.947934084823,3.386538532705,0.505453555171,0.005991705097000001
2016-01-05 00:00:00+00:00,433.217104482698,0.9565825342890001,3.37840970076,0.511242856802,0.0060233683089999995
2016-01-06 00:00:00+00:00,431.824591251263,0.953656469497,3.4657616960640003,0.507708268332,0.005961703492
2016-01-07 00:00:00+00:00,450.700607911922,0.9565055293729999,3.571944880213,0.49499466643,0.0059265591449999995
2016-01-08 00:00:00+00:00,456.206804196949,0.971125455562,3.5904528409460004,0.495428752412,0.005880156801
2016-01-09 00:00:00+00:00,451.994976621472,0.984933666103,3.562125252216,0.496914565546,0.006023141324
2016-01-10 00:00:00+00:00,446.822229460339,0.997759880586,3.6501863875800002,0.49782167357600005,0.00591375789
2016-01-11 00:00:00+00:00,449.05640168427595,1.040162721959,3.568517729337,0.48529799797,0.005868475623
2016-01-12 00:00:00+00:00,445.966834921804,1.158800820564,3.6004983935159998,0.49144874056800003,0.0058134216370000005
2016-01-13 00:00:00+00:00,430.991261386184,1.111153113918,3.489660991472,0.470450774555,0.005720153517
2016-01-14 00:00:00+00:00,431.82018185404996,1.150757688123,3.3738066059280003,0.488158037819,0.005558245418
2016-01-15 00:00:00+00:00,396.23632562483596,1.2428708007590001,3.405980535783,0.45585678781499994,0.005312944107
2016-01-16 00:00:00+00:00,371.946817446197,1.242599474693,3.057273574159,0.454766828186,0.005038375585
2016-01-17 00:00:00+00:00,384.934873130124,1.25651786596,3.0434065781550004,0.46338660521200004,0.005262457204
2016-01-18 00:00:00+00:00,381.48341752490995,1.405521579266,2.935592003423,0.479971936942,0.005289237417
2016-01-19 00:00:00+00:00,379.651992385246,1.3490263831909999,3.01079967093,0.524606495555,0.005220005682
2016-01-20 00:00:00+00:00,399.91892427502296,1.50767598144,3.124010761282,0.542187215316,0.005295337142
2016-01-21 00:00:00+00:00,412.106626639907,1.5173990780559998,3.1508298987089995,0.540084839416,0.005311674095
2016-01-22 00:00:00+00:00,391.852361495236,1.5152647255059999,3.086994050523,0.532866357057,0.0051473091399999995
2016-01-23 00:00:00+00:00,390.39364395088097,1.8310464822569998,3.124592318213,0.591816725234,0.005109702153
2016-01-24 00:00:00+00:00,400.33025749489195,2.147038707861,3.02756062688,0.625685158667,0.005142079825
2016-01-25 00:00:00+00:00,393.999030664003,2.416561315198,3.05194889079,0.587129320208,0.00501559172
2016-01-26 00:00:00+00:00,393.07256121373496,2.458048967448,3.0634238168769996,0.610637950638,0.005370519926999999
2016-01-27 00:00:00+00:00,394.370926937326,2.402733495808,3.169128542658,0.589877541406,0.006440111777
2016-01-28 00:00:00+00:00,384.21627487513496,2.507461008617,3.18781214756,0.582944433334,0.006052587199
2016-01-29 00:00:00+00:00,375.821006839066,2.480222407568,3.135591900321,0.518373621926,0.007009737724
2016-01-30 00:00:00+00:00,378.881128263978,2.510310784634,3.050934044554,0.506127585316,0.006720158131
2016-01-31 00:00:00+00:00,377.13057743161795,2.324832591049,2.962449447822,0.502747599876,0.006262474915
2016-02-01 00:00:00+00:00,372.22474945004797,2.209392616562,3.061662025958,0.48904202283500003,0.0065167057090000004
2016-02-02 00:00:00+00:00,373.04123708266405,2.295201001699,3.070488354618,0.49291425380099996,0.006771953016
2016-02-03 00:00:00+00:00,370.54200423512805,2.449800215508,3.0305000400199997,0.48988441112899994,0.0067754328029999995
2016-02-04 00:00:00+00:00,380.458563449331,2.530922145454,3.14862773713,0.504202379094,0.006784823162
2016-02-05 00:00:00+00:00,385.869548791625,2.504613828215,3.1010791170389997,0.49333358075499995,0.0071995566650000006
2016-02-06 00:00:00+00:00,375.97771596847394,2.506859269889,3.0264947038480003,0.47870044848899995,0.007822001366
2016-02-07 00:00:00+00:00,376.36170207792503,2.840867014133,3.019251137341,0.48698918868,0.008317164364999999
2016-02-08 00:00:00+00:00,374.697436370103,3.115092863464,3.0353954363340003,0.48617979841,0.007790014192
2016-02-09 00:00:00+00:00,372.581356910656,3.5558197176829998,3.009797522077,0.4691940459,0.007565633235000001
2016-02-10 00:00:00+00:00,376.87254345985497,4.270110019516,3.0125701480919997,0.463491763193,0.007682674088
2016-02-11 00:00:00+00:00,375.223275392716,5.172346960278,3.000847322257,0.538755969162,0.00765235336
2016-02-12 00:00:00+00:00,380.22135459592005,5.889008910858,3.029884484626,0.576054904823,0.0075985537009999994
2016-02-13 00:00:00+00:00,388.42030581063204,4.884562417064,3.085218643805,0.771144157526,0.007997307301
2016-02-14 00:00:00+00:00,399.32420108179605,4.970343862521,3.168601789434,0.746301757342,0.008529593345
2016-02-15 00:00:00+00:00,402.206980837795,5.424612216222,3.122012188736,0.786239325659,0.008437439948
2016-02-16 00:00:00+00:00,404.25948253445,4.557227175884,3.15909171931,0.9080352288500001,0.008168442089
2016-02-17 00:00:00+00:00,415.47539220896005,3.9704909367220003,3.216699805824,0.7899491697259999,0.007846727682000001
2016-02-18 00:00:00+00:00,419.35190479388,4.082546486369,3.204637801134,0.748804631251,0.007815314384
2016-02-19 00:00:00+00:00,419.615346954197,4.530183749745,3.214469415517,0.775361072548,0.008141263043
