Date,Open,High,Low,Close,Adj Close,Volume
2001-10-25,1708.027954,1708.027954,1673.052979,1676.499023,1676.499023,0
2001-10-26,1669.156982,1681.904053,1651.524048,1677.878052,1677.878052,0
2001-10-29,1678.724976,1701.124023,1678.724976,1700.477051,1700.477051,0
2001-10-30,1702.862061,1704.483032,1680.437012,1682.769043,1682.769043,0
2001-10-31,1678.926025,1689.170044,1655.885986,1689.170044,1689.170044,0
2001-11-01,1692.350952,1717.735962,1688.094971,1707.754028,1707.754028,0
2001-11-02,1703.923950,1711.741943,1688.572021,1691.350952,1691.350952,0
2001-11-05,1687.839966,1688.308960,1671.230957,1679.572021,1679.572021,0
2001-11-06,1678.172974,1685.519043,1668.657959,1671.277954,1671.277954,0
2001-11-07,1669.427002,1669.459961,1591.767944,1594.050049,1594.050049,0
2001-11-08,1566.520996,1605.899048,1550.464966,1605.870972,1605.870972,0
2001-11-09,1605.076050,1637.902954,1582.850952,1630.359009,1630.359009,0
2001-11-12,1631.798950,1637.324951,1619.109985,1621.194946,1621.194946,0
2001-11-13,1609.953003,1623.452026,1598.112061,1615.931030,1615.931030,0
2001-11-14,1615.751953,1627.972046,1614.593018,1617.102051,1617.102051,0
2001-11-15,1619.262939,1624.812988,1612.905029,1621.343994,1621.343994,0
2001-11-16,1725.447998,1734.672974,1644.607056,1646.762939,1646.762939,0
2001-11-19,1645.092041,1669.987061,1644.816040,1669.894043,1669.894043,0
2001-11-20,1672.212036,1703.739990,1670.796997,1699.732056,1699.732056,0
2001-11-21,1700.661011,1707.927002,1690.234009,1705.663940,1705.663940,0
2001-11-22,1705.923950,1715.926025,1700.510010,1715.812988,1715.812988,0
2001-11-23,1715.645996,1721.968018,1704.139038,1712.563965,1712.563965,0
2001-11-26,1710.131958,1710.131958,1695.995972,1705.885010,1705.885010,0
2001-11-27,1705.509033,1722.619995,1704.850952,1722.588989,1722.588989,0
2001-11-28,1725.535034,1741.665039,1725.156006,1735.000000,1735.000000,0
2001-11-29,1735.383057,1741.737061,1728.885986,1732.296021,1732.296021,0
2001-11-30,1732.134033,1748.000000,1731.963989,1747.993042,1747.993042,0
2001-12-03,1751.051025,1767.437988,1750.916016,1762.562012,1762.562012,0
2001-12-04,1763.788940,1770.357056,1754.865967,1769.681030,1769.681030,0
2001-12-05,1765.562988,1776.019043,1745.104980,1745.227051,1745.227051,0
2001-12-06,1740.077026,1754.767944,1737.062988,1751.182007,1751.182007,0
2001-12-07,1752.015015,1756.473999,1743.329956,1745.406982,1745.406982,0
2001-12-10,1743.625000,1748.968018,1730.806030,1748.682007,1748.682007,0
2001-12-11,1748.020996,1748.974976,1726.692017,1728.878052,1728.878052,0
2001-12-12,1724.875000,1728.833984,1714.175049,1715.171997,1715.171997,0
2001-12-13,1713.780029,1720.550049,1687.087036,1688.012939,1688.012939,0
2001-12-14,1683.728027,1692.905029,1673.323975,1675.514038,1675.514038,0
2001-12-17,1673.241943,1680.838013,1662.675049,1665.937988,1665.937988,0
2001-12-18,1666.514038,1687.769043,1660.496948,1687.290039,1687.290039,0
2001-12-19,1688.916992,1693.181030,1671.936035,1672.697998,1672.697998,0
2001-12-20,1669.474976,1669.479980,1628.469971,1631.536987,1631.536987,0
2001-12-21,1627.438965,1640.792969,1624.495972,1640.141968,1640.141968,0
2001-12-24,1639.521973,1640.142944,1601.237061,1606.104004,1606.104004,0
2001-12-25,1604.666992,1613.602051,1593.026001,1611.170044,1611.170044,0
2001-12-26,1610.647949,1634.329956,1605.145996,1633.642944,1633.642944,0
2001-12-27,1635.461060,1644.409058,1625.454956,1627.922974,1627.922974,0
2001-12-28,1626.954956,1639.848022,1619.531006,1639.484009,1639.484009,0
2001-12-31,1641.427979,1649.800049,1638.316040,1645.970947,1645.970947,0
2002-01-01,1645.969971,1645.969971,1645.969971,1645.969971,1645.969971,0
2002-01-02,1645.969971,1645.969971,1645.969971,1645.969971,1645.969971,0
2002-01-03,1645.969971,1645.969971,1645.969971,1645.969971,1645.969971,0
2002-01-04,1643.484985,1643.500000,1608.828979,1611.392944,1611.392944,0
2002-01-07,1605.740967,1605.740967,1584.656006,1596.760010,1596.760010,0
2002-01-08,1594.866943,1607.722046,1582.447998,1583.461060,1583.461060,0
2002-01-09,1580.711060,1580.719971,1552.557983,1561.348999,1561.348999,0
2002-01-10,1556.737061,1580.006958,1523.662964,1576.437012,1576.437012,0
2002-01-11,1574.260986,1574.267944,1535.284058,1535.593018,1535.593018,0
2002-01-14,1519.932007,1519.932007,1484.463989,1485.108032,1485.108032,0
2002-01-15,1475.338013,1491.703003,1458.020020,1459.652954,1459.652954,0
2002-01-16,1458.843018,1482.177979,1439.400024,1479.619019,1479.619019,0
2002-01-17,1476.358032,1476.378052,1416.302002,1419.519043,1419.519043,0
2002-01-18,1405.550049,1434.965942,1376.887939,1415.437988,1415.437988,0
2002-01-21,1406.996948,1412.212036,1362.618042,1366.968018,1366.968018,0
2002-01-22,1360.293945,1400.760010,1348.788940,1358.691040,1358.691040,0
2002-01-23,1355.863037,1445.696045,1346.172974,1444.964966,1444.964966,0
2002-01-24,1435.318970,1478.540039,1400.354004,1456.404053,1456.404053,0
2002-01-25,1449.881958,1464.901978,1442.938965,1451.484009,1451.484009,0
2002-01-28,1444.500977,1448.603027,1357.550049,1359.548950,1359.548950,0
2002-01-29,1343.358032,1396.108032,1339.199951,1392.775024,1392.775024,0
2002-01-30,1392.949951,1408.050049,1381.006958,1396.604980,1396.604980,0
2002-01-31,1413.223999,1501.329956,1413.222046,1491.665039,1491.665039,0
2002-02-01,1494.577026,1507.639038,1480.770020,1485.770020,1485.770020,0
2002-02-04,1485.676025,1513.671021,1476.133057,1511.327026,1511.327026,0
2002-02-05,1510.567017,1522.323975,1502.086060,1518.280029,1518.280029,0
2002-02-06,1517.812988,1521.557983,1484.246948,1485.802002,1485.802002,0
2002-02-07,1482.357056,1521.026978,1481.067993,1515.394043,1515.394043,0
2002-02-08,1520.717041,1530.125977,1506.068970,1506.614990,1506.614990,0
2002-02-11,1506.609985,1506.609985,1506.609985,1506.609985,1506.609985,0
2002-02-12,1506.609985,1506.609985,1506.609985,1506.609985,1506.609985,0
2002-02-13,1506.609985,1506.609985,1506.609985,1506.609985,1506.609985,0
2002-02-14,1506.609985,1506.609985,1506.609985,1506.609985,1506.609985,0
2002-02-15,1506.609985,1506.609985,1506.609985,1506.609985,1506.609985,0
2002-02-18,1506.609985,1506.609985,1506.609985,1506.609985,1506.609985,0
2002-02-19,1506.609985,1506.609985,1506.609985,1506.609985,1506.609985,0
2002-02-20,1506.609985,1506.609985,1506.609985,1506.609985,1506.609985,0
2002-02-21,1506.609985,1506.609985,1506.609985,1506.609985,1506.609985,0
2002-02-22,1506.609985,1506.609985,1506.609985,1506.609985,1506.609985,0
2002-02-25,1540.493042,1544.573975,1521.660034,1530.284058,1530.284058,0
2002-02-26,1529.375977,1531.717041,1507.574951,1531.430054,1531.430054,0
2002-02-27,1531.317017,1544.921021,1524.685059,1538.318970,1538.318970,0
2002-02-28,1537.926025,1544.394043,1521.083008,1524.701050,1524.701050,0
2002-03-01,1521.527954,1521.567017,1501.556030,1502.540039,1502.540039,0
2002-03-04,1497.827026,1527.400024,1494.833984,1526.803955,1526.803955,0
2002-03-05,1529.297974,1566.066040,1529.297974,1560.078979,1560.078979,0
2002-03-06,1564.693970,1594.666992,1563.922974,1569.208008,1569.208008,0
2002-03-07,1569.171997,1613.255981,1569.072998,1613.000977,1613.000977,0
2002-03-08,1622.869019,1645.291992,1611.228027,1640.255981,1640.255981,0
2002-03-11,1643.589966,1664.519043,1632.614990,1664.093994,1664.093994,0
2002-03-12,1665.237061,1672.038940,1641.583008,1643.692017,1643.692017,0
2002-03-13,1636.944946,1655.634033,1621.796997,1623.432007,1623.432007,0
2002-03-14,1621.078979,1665.785034,1621.078979,1665.151001,1665.151001,0
2002-03-15,1671.824951,1676.505981,1620.562012,1620.975952,1620.975952,0
2002-03-18,1641.428955,1657.677979,1610.993042,1623.884033,1623.884033,0
2002-03-19,1624.318970,1665.621948,1624.290039,1665.357056,1665.357056,0
2002-03-20,1673.265015,1686.104980,1664.368042,1682.510010,1682.510010,0
2002-03-21,1686.946045,1693.873047,1675.244995,1685.016968,1685.016968,0
2002-03-22,1684.071045,1684.461060,1659.515991,1669.693970,1669.693970,0
2002-03-25,1667.853027,1677.045044,1663.395020,1675.288940,1675.288940,0
2002-03-26,1674.703979,1675.209961,1641.913940,1649.484009,1649.484009,0
2002-03-27,1646.678955,1655.176025,1635.816040,1654.230957,1654.230957,0
2002-03-28,1653.983032,1666.515015,1645.339966,1650.672974,1650.672974,0
2002-03-29,1648.087036,1648.087036,1596.254028,1603.905029,1603.905029,0
2002-04-01,1598.026001,1609.916992,1589.406982,1608.505981,1608.505981,0
2002-04-02,1608.519043,1610.727051,1575.972046,1582.883057,1582.883057,0
2002-04-03,1582.744019,1603.797974,1582.671997,1594.508057,1594.508057,0
2002-04-04,1595.017944,1643.540039,1583.634033,1641.698975,1641.698975,0
2002-04-05,1650.504028,1657.093994,1628.546021,1634.642944,1634.642944,0
2002-04-08,1633.831055,1643.676025,1631.067017,1640.650024,1640.650024,0
2002-04-09,1641.847046,1671.863037,1640.692017,1667.521973,1667.521973,0
2002-04-10,1670.802002,1677.937988,1663.473022,1677.657959,1677.657959,0
2002-04-11,1679.340942,1680.297974,1649.269043,1649.530029,1649.530029,0
2002-04-12,1648.453979,1664.415039,1648.453979,1658.979004,1658.979004,0
2002-04-15,1660.572021,1664.524048,1638.637939,1649.500000,1649.500000,0
2002-04-16,1647.508057,1654.744019,1635.750977,1640.285034,1640.285034,0
2002-04-17,1641.723999,1649.432983,1630.228027,1644.395020,1644.395020,0
2002-04-18,1644.146973,1646.251953,1626.034058,1628.136963,1628.136963,0
2002-04-19,1625.249023,1635.529053,1603.956055,1635.171997,1635.171997,0
2002-04-22,1633.641968,1637.185059,1619.157959,1627.479980,1627.479980,0
2002-04-23,1626.630005,1634.863037,1621.865967,1624.546021,1624.546021,0
2002-04-24,1623.468018,1626.385010,1609.204956,1611.051025,1611.051025,0
2002-04-25,1609.936035,1616.762939,1603.636963,1615.918945,1615.918945,0
2002-04-26,1615.519043,1643.152954,1615.519043,1640.588989,1640.588989,0
2002-04-29,1643.548950,1667.159058,1640.558960,1665.812012,1665.812012,0
2002-04-30,1668.312988,1673.750000,1657.817017,1667.749023,1667.749023,0
2002-05-01,1667.750000,1667.750000,1667.750000,1667.750000,1667.750000,0
2002-05-02,1667.750000,1667.750000,1667.750000,1667.750000,1667.750000,0
2002-05-03,1667.750000,1667.750000,1667.750000,1667.750000,1667.750000,0
2002-05-06,1667.750000,1667.750000,1667.750000,1667.750000,1667.750000,0
2002-05-07,1667.750000,1667.750000,1667.750000,1667.750000,1667.750000,0
2002-05-08,1669.870972,1670.916992,1651.691040,1652.368042,1652.368042,0
2002-05-09,1648.459961,1659.251953,1646.816040,1650.578003,1650.578003,0
2002-05-10,1650.912964,1652.287964,1636.859985,1638.197998,1638.197998,0
2002-05-13,1634.901001,1634.916016,1618.463989,1623.939941,1623.939941,0
2002-05-14,1622.331055,1629.880981,1613.553955,1616.230957,1616.230957,0
2002-05-15,1614.900024,1618.140015,1597.916016,1598.354004,1598.354004,0
2002-05-16,1592.235962,1592.237061,1546.941040,1549.500977,1549.500977,0
2002-05-17,1549.083008,1570.149048,1540.576050,1567.496948,1567.496948,0
2002-05-20,1564.968018,1564.982056,1529.348022,1541.530029,1541.530029,0
2002-05-21,1575.021973,1599.113037,1564.546021,1588.108032,1588.108032,0
2002-05-22,1590.793945,1591.034058,1563.163940,1564.489014,1564.489014,0
2002-05-23,1571.074951,1585.741943,1568.104004,1571.610962,1571.610962,0
2002-05-24,1572.937988,1574.134033,1544.422974,1549.465942,1549.465942,0
2002-05-27,1555.041992,1562.633057,1545.621948,1555.047974,1555.047974,0
2002-05-28,1557.624023,1569.411011,1557.232056,1558.524048,1558.524048,0
2002-05-29,1558.130981,1558.145020,1520.125000,1524.806030,1524.806030,0
2002-05-30,1524.218018,1530.772949,1506.541992,1523.521973,1523.521973,0
2002-05-31,1523.014038,1532.034058,1513.256958,1515.733032,1515.733032,0
2002-06-03,1510.246948,1510.259033,1480.084961,1483.348022,1483.348022,0
2002-06-04,1484.008057,1498.051025,1474.363037,1490.514038,1490.514038,0
2002-06-05,1491.073975,1491.073975,1460.480957,1462.000000,1462.000000,0
2002-06-06,1458.610962,1532.734985,1455.305054,1521.262939,1521.262939,0
2002-06-07,1522.879028,1540.824951,1508.430054,1529.506958,1529.506958,0
2002-06-10,1529.336060,1529.378052,1511.256958,1517.229980,1517.229980,0
2002-06-11,1515.993042,1534.376953,1515.745972,1530.963013,1530.963013,0
2002-06-12,1531.750000,1531.750000,1513.918945,1524.842041,1524.842041,0
2002-06-13,1524.771973,1529.436035,1511.218994,1511.711060,1511.711060,0
2002-06-14,1508.641968,1508.646973,1493.244019,1494.245972,1494.245972,0
2002-06-17,1489.135010,1496.838989,1481.245972,1496.241943,1496.241943,0
2002-06-18,1496.831055,1527.765015,1496.805054,1524.067993,1524.067993,0
2002-06-19,1523.953003,1524.010986,1506.432007,1507.667969,1507.667969,0
2002-06-20,1511.114990,1528.358032,1510.527954,1516.151001,1516.151001,0
2002-06-21,1517.275024,1564.921997,1517.255005,1562.722046,1562.722046,0
2002-06-24,1704.697998,1709.066040,1647.498047,1707.312988,1707.312988,0
2002-06-25,1718.234009,1748.890015,1690.613037,1706.590942,1706.590942,0
2002-06-26,1698.109985,1719.083984,1684.912964,1712.910034,1712.910034,0
2002-06-27,1714.744019,1730.672974,1706.140015,1723.545044,1723.545044,0
2002-06-28,1724.727051,1747.233032,1710.999023,1732.755005,1732.755005,0
2002-07-01,1736.292969,1740.380981,1712.771973,1713.704956,1713.704956,0
2002-07-02,1707.447021,1725.894043,1698.832031,1724.948975,1724.948975,0
2002-07-03,1727.089966,1736.078003,1719.621948,1730.918945,1730.918945,0
2002-07-04,1731.899048,1735.828979,1710.287964,1713.135010,1713.135010,0
2002-07-05,1709.842041,1722.479980,1704.187012,1722.187988,1722.187988,0
2002-07-08,1723.578979,1737.859009,1721.124023,1732.933960,1732.933960,0
2002-07-09,1733.833984,1741.917969,1724.390991,1729.985962,1729.985962,0
2002-07-10,1728.516968,1729.734009,1698.828979,1701.823975,1701.823975,0
2002-07-11,1698.213013,1712.198975,1689.223022,1696.939941,1696.939941,0
2002-07-12,1696.644043,1706.437012,1693.211060,1698.297974,1698.297974,0
2002-07-15,1696.807983,1697.379028,1685.537964,1687.944946,1687.944946,0
2002-07-16,1687.666016,1704.769043,1686.810059,1691.623047,1691.623047,0
2002-07-17,1692.447021,1702.235962,1680.198975,1701.718018,1701.718018,0
2002-07-18,1703.807983,1711.686035,1695.395996,1704.911987,1704.911987,0
2002-07-19,1706.359009,1714.089966,1703.380981,1713.860962,1713.860962,0
2002-07-22,1712.017944,1712.326050,1678.499023,1681.009033,1681.009033,0
2002-07-23,1676.904053,1684.655029,1670.379028,1673.860962,1673.860962,0
2002-07-24,1673.682007,1679.662964,1667.439941,1672.400024,1672.400024,0
2002-07-25,1675.473022,1682.885986,1662.380005,1665.109009,1665.109009,0
2002-07-26,1665.088989,1670.230957,1656.822998,1657.499023,1657.499023,0
2002-07-29,1654.925049,1665.954956,1647.265015,1665.673950,1665.673950,0
2002-07-30,1666.578979,1672.119995,1656.852051,1669.001953,1669.001953,0
2002-07-31,1667.623047,1671.479980,1649.006958,1651.593994,1651.593994,0
2002-08-01,1650.053955,1659.965942,1639.224976,1653.008057,1653.008057,0
2002-08-02,1653.637939,1662.714966,1653.166992,1661.431030,1661.431030,0
2002-08-05,1661.404053,1661.581055,1652.400024,1653.957031,1653.957031,0
2002-08-06,1652.942017,1679.811035,1649.892944,1670.619019,1670.619019,0
2002-08-07,1670.172974,1670.807983,1663.927002,1668.064941,1668.064941,0
2002-08-08,1668.512939,1675.302002,1657.468018,1659.802002,1659.802002,0
2002-08-09,1658.442993,1658.771973,1642.770996,1647.046021,1647.046021,0
2002-08-12,1642.477051,1642.593018,1633.093994,1634.566040,1634.566040,0
2002-08-13,1633.677002,1642.411011,1633.546997,1636.631958,1636.631958,0
2002-08-14,1636.889038,1647.086060,1635.286987,1646.722046,1646.722046,0
2002-08-15,1646.615967,1647.069946,1632.133057,1634.365967,1634.365967,0
2002-08-16,1632.961060,1652.979980,1624.048950,1646.791992,1646.791992,0
2002-08-19,1645.931030,1650.086060,1641.402954,1644.301025,1644.301025,0
2002-08-20,1644.615967,1673.915039,1644.248047,1671.350952,1671.350952,0
2002-08-21,1671.990967,1677.953979,1668.364014,1673.548950,1673.548950,0
2002-08-22,1672.696045,1696.276978,1672.427002,1686.110962,1686.110962,0
2002-08-23,1686.296021,1688.124023,1679.114990,1683.207031,1683.207031,0
2002-08-26,1682.135986,1682.316040,1668.822998,1670.685059,1670.685059,0
2002-08-27,1670.626953,1680.062988,1670.112061,1679.691040,1679.691040,0
2002-08-28,1680.754028,1683.505005,1675.525024,1676.770020,1676.770020,0
2002-08-29,1676.858032,1680.172974,1665.723999,1667.317993,1667.317993,0
2002-08-30,1666.979004,1669.140015,1664.822021,1666.618042,1666.618042,0
2002-09-02,1666.340942,1669.905029,1663.171997,1668.774048,1668.774048,0
2002-09-03,1669.584961,1680.279053,1669.577026,1674.069946,1674.069946,0
2002-09-04,1674.453003,1675.964966,1662.489014,1663.972046,1663.972046,0
2002-09-05,1662.891968,1662.899048,1639.821045,1641.807007,1641.807007,0
2002-09-06,1639.887939,1644.795044,1629.927979,1631.384033,1631.384033,0
2002-09-09,1628.452026,1628.452026,1617.009033,1621.582031,1621.582031,0
2002-09-10,1620.281982,1627.349976,1619.329956,1625.110962,1625.110962,0
2002-09-11,1625.326050,1626.842041,1605.977051,1620.354980,1620.354980,0
2002-09-12,1619.939941,1631.665039,1614.598999,1624.557983,1624.557983,0
2002-09-13,1624.501953,1626.068970,1621.423950,1625.759033,1625.759033,0
2002-09-16,1624.133057,1624.136963,1598.739990,1604.083008,1604.083008,0
2002-09-17,1603.457031,1612.015015,1593.980957,1604.880981,1604.880981,0
2002-09-18,1603.613037,1605.215942,1593.526001,1594.583984,1594.583984,0
2002-09-19,1593.572998,1623.652954,1585.067993,1619.354004,1619.354004,0
2002-09-20,1618.199951,1618.199951,1602.885010,1604.912964,1604.912964,0
2002-09-23,1602.276001,1604.295044,1597.286987,1602.590942,1602.590942,0
2002-09-24,1602.203003,1602.285034,1594.281982,1596.732056,1596.732056,0
2002-09-25,1595.806030,1602.354004,1590.494019,1597.837036,1597.837036,0
2002-09-26,1597.854004,1599.983032,1586.530029,1587.649048,1587.649048,0
2002-09-27,1587.243042,1591.837036,1577.530029,1581.618042,1581.618042,0
2002-09-30,1581.619995,1581.619995,1581.619995,1581.619995,1581.619995,0
2002-10-01,1581.619995,1581.619995,1581.619995,1581.619995,1581.619995,0
2002-10-02,1581.619995,1581.619995,1581.619995,1581.619995,1581.619995,0
2002-10-03,1581.619995,1581.619995,1581.619995,1581.619995,1581.619995,0
2002-10-04,1581.619995,1581.619995,1581.619995,1581.619995,1581.619995,0
2002-10-07,1581.619995,1581.619995,1581.619995,1581.619995,1581.619995,0
2002-10-08,1577.052002,1577.052002,1558.475952,1562.993042,1562.993042,0
2002-10-09,1570.649048,1571.522949,1534.911011,1535.365967,1535.365967,0
2002-10-10,1532.181030,1542.563965,1528.352051,1530.406982,1530.406982,0
2002-10-11,1532.135986,1536.873047,1521.911011,1524.051025,1524.051025,0
2002-10-14,1522.871948,1532.630005,1509.135986,1531.676025,1531.676025,0
2002-10-15,1531.581055,1534.579956,1522.100952,1524.728027,1524.728027,0
2002-10-16,1524.907959,1548.525024,1524.907959,1537.387939,1537.387939,0
2002-10-17,1537.964966,1538.793945,1511.397949,1513.097046,1513.097046,0
2002-10-18,1511.177002,1523.831055,1500.542969,1519.538940,1519.538940,0
2002-10-21,1519.204956,1525.255981,1512.327026,1524.925049,1524.925049,0
2002-10-22,1525.079956,1553.864990,1525.064941,1548.104004,1548.104004,0
2002-10-23,1549.765991,1550.088013,1539.475952,1548.964966,1548.964966,0
2002-10-24,1549.785034,1550.431030,1535.900024,1536.520020,1536.520020,0
2002-10-25,1535.796021,1542.592041,1517.415039,1520.312988,1520.312988,0
2002-10-28,1518.086060,1518.600952,1500.006958,1502.715942,1502.715942,0
2002-10-29,1501.380981,1511.765015,1488.678955,1510.881958,1510.881958,0
2002-10-30,1511.112061,1513.461060,1498.447998,1509.707031,1509.707031,0
2002-10-31,1510.030029,1521.870972,1505.999023,1507.495972,1507.495972,0
2002-11-01,1507.383057,1511.094971,1498.213013,1510.760010,1510.760010,0
2002-11-04,1516.219971,1532.225952,1515.072021,1531.842041,1531.842041,0
2002-11-05,1533.810059,1565.227051,1532.287964,1558.239014,1558.239014,0
2002-11-06,1558.913940,1559.224976,1548.728027,1552.561035,1552.561035,0
2002-11-07,1554.042969,1559.821045,1546.265015,1554.237061,1554.237061,0
2002-11-08,1569.999023,1573.104004,1517.390991,1522.187012,1522.187012,0
2002-11-11,1519.603027,1526.131958,1501.989014,1504.402954,1504.402954,0
2002-11-12,1504.576050,1517.717041,1481.161011,1485.912964,1485.912964,0
2002-11-13,1483.712036,1491.235962,1461.260010,1490.463989,1490.463989,0
2002-11-14,1488.913940,1489.140015,1459.708984,1460.795044,1460.795044,0
2002-11-15,1455.979980,1481.219971,1451.391968,1463.691040,1463.691040,0
2002-11-18,1463.723999,1468.324951,1447.490967,1451.290039,1451.290039,0
2002-11-19,1450.703003,1464.762939,1441.730957,1462.173950,1462.173950,0
2002-11-20,1459.212036,1459.212036,1423.802979,1425.843018,1425.843018,0
2002-11-21,1421.233032,1421.233032,1389.288940,1390.629028,1390.629028,0
2002-11-22,1392.573975,1408.999023,1375.538940,1395.496948,1395.496948,0
2002-11-25,1393.340942,1403.512939,1383.089966,1398.437988,1398.437988,0
2002-11-26,1398.437988,1408.792969,1371.006958,1371.166992,1371.166992,0
2002-11-27,1365.823975,1383.996948,1353.139038,1378.751953,1378.751953,0
2002-11-28,1378.141968,1417.848022,1372.380981,1417.525024,1417.525024,0
2002-11-29,1420.428955,1450.187012,1409.199951,1434.182007,1434.182007,0
2002-12-02,1432.029053,1432.029053,1394.911011,1395.675049,1395.675049,0
2002-12-03,1391.718018,1409.889038,1388.512939,1408.843018,1408.843018,0
2002-12-04,1414.886963,1432.897949,1406.613037,1414.453979,1414.453979,0
2002-12-05,1411.890015,1411.890015,1395.078979,1404.880005,1404.880005,0
2002-12-06,1404.925049,1416.996948,1396.204956,1405.525024,1405.525024,0
2002-12-09,1404.512939,1410.793945,1395.926025,1400.866943,1400.866943,0
2002-12-10,1400.557983,1406.895020,1383.568970,1383.839966,1383.839966,0
2002-12-11,1381.399048,1383.151978,1367.312012,1379.194946,1379.194946,0
2002-12-12,1378.817017,1399.765991,1378.812988,1383.910034,1383.910034,0
2002-12-13,1375.779053,1401.602051,1367.933960,1396.897949,1396.897949,0
2002-12-16,1397.720947,1409.942993,1392.887939,1408.515015,1408.515015,0
2002-12-17,1409.172974,1418.204956,1403.583984,1416.095947,1416.095947,0
2002-12-18,1416.671021,1424.478027,1409.834961,1411.718994,1411.718994,0
2002-12-19,1411.276001,1414.287964,1402.641968,1413.597046,1413.597046,0
2002-12-20,1414.344971,1431.364014,1410.459961,1427.936035,1427.936035,0
